discount_factor,learn_rate_policy,learn_rate_value,hidden_dim_policy,hidden_dim_value,init_temp,result
0.99,0.01,0.01,256,128,1.1,81.4224
0.99,0.01,0.01,256,128,1.15,79.9842666666667
0.99,0.01,0.01,256,256,1.05,67.3232
0.99,0.01,0.01,256,256,1.1,65.0765333333333
0.99,0.01,0.01,256,256,1.15,59.5104
0.99,0.01,0.001,64,64,1.05,88.5098666666667
0.99,0.01,0.001,64,64,1.1,108.801333333333
0.99,0.01,0.001,64,64,1.15,124.2224
0.99,0.01,0.001,64,128,1.05,126.010933333333
0.99,0.01,0.001,64,128,1.1,115.822666666667
0.99,0.01,0.001,64,128,1.15,114.370133333333
0.99,0.01,0.001,64,256,1.05,110.273066666667
0.99,0.01,0.001,64,256,1.1,121.1528
0.99,0.01,0.001,64,256,1.15,121.491466666667
0.99,0.01,0.001,128,64,1.05,73.5912
0.99,0.01,0.001,128,64,1.1,89.2642666666667
0.99,0.01,0.001,128,64,1.15,117.527466666667
0.99,0.01,0.001,128,128,1.05,76.0106666666667
0.99,0.01,0.001,128,128,1.1,68.3448
0.99,0.01,0.001,128,128,1.15,100.88
0.99,0.01,0.001,128,256,1.05,109.8792
0.99,0.01,0.001,128,256,1.1,115.033333333333
0.99,0.01,0.001,128,256,1.15,107.020533333333
0.99,0.01,0.001,256,64,1.05,20.0856
0.99,0.01,0.001,256,64,1.1,30.0352
0.99,0.01,0.001,256,64,1.15,42.0256
0.99,0.01,0.001,256,128,1.05,56.2962666666667
0.99,0.01,0.001,256,128,1.1,43.4373333333333
0.99,0.01,0.001,256,128,1.15,29.3981333333333
0.99,0.01,0.001,256,256,1.05,57.4586666666667
0.99,0.01,0.001,256,256,1.1,75.9528
0.99,0.01,0.001,256,256,1.15,72.0874666666667
0.99,0.01,0.0001,64,64,1.05,105.997333333333
0.99,0.01,0.0001,64,64,1.1,109.751733333333
0.99,0.01,0.0001,64,64,1.15,92.8624
0.99,0.01,0.0001,64,128,1.05,96.5528
0.99,0.01,0.0001,64,128,1.1,82.1149333333333
0.99,0.01,0.0001,64,128,1.15,91.7730666666667
0.99,0.01,0.0001,64,256,1.05,86.7970666666667
0.99,0.01,0.0001,64,256,1.1,86.5826666666667
0.99,0.01,0.0001,64,256,1.15,110.755733333333
0.99,0.01,0.0001,128,64,1.05,64.3597333333333
0.99,0.01,0.0001,128,64,1.1,35.3149333333333
0.99,0.01,0.0001,128,64,1.15,87.8226666666667
0.99,0.01,0.0001,128,128,1.05,64.9792
0.99,0.01,0.0001,128,128,1.1,55.7066666666667
0.99,0.01,0.0001,128,128,1.15,69.6728
0.99,0.01,0.0001,128,256,1.05,57.8477333333333
0.99,0.01,0.0001,128,256,1.1,70.3706666666667
0.99,0.01,0.0001,128,256,1.15,73.5088
0.99,0.01,0.0001,256,64,1.05,32.5378666666667
0.99,0.01,0.0001,256,64,1.1,25.0733333333333
0.99,0.01,0.0001,256,64,1.15,39.4832
0.99,0.01,0.0001,256,128,1.05,14.8552
0.99,0.01,0.0001,256,128,1.1,45.7525333333333
0.99,0.01,0.0001,256,128,1.15,33.7021333333333
0.99,0.01,0.0001,256,256,1.05,32.6634666666667
0.99,0.01,0.0001,256,256,1.1,21.6624
0.99,0.01,0.0001,256,256,1.15,32.4658666666667
0.99,0.001,0.01,64,64,1.05,70.832
0.99,0.001,0.01,64,64,1.1,68.6322666666667
0.99,0.001,0.01,64,64,1.15,74.9554666666667
0.99,0.001,0.01,64,128,1.05,68.0485333333333
0.99,0.001,0.01,64,128,1.1,72.5149333333333
0.99,0.001,0.01,64,128,1.15,80.1152
0.99,0.001,0.01,64,256,1.05,75.68
0.99,0.001,0.01,64,256,1.1,65.1890666666667
0.99,0.001,0.01,64,256,1.15,67.1269333333333
0.99,0.001,0.01,128,64,1.05,103.2712
0.99,0.001,0.01,128,64,1.1,98.0272
0.99,0.001,0.01,128,64,1.15,95.4077333333333
0.99,0.001,0.01,128,128,1.05,95.7218666666667
0.99,0.001,0.01,128,128,1.1,103.0528
0.99,0.001,0.01,128,128,1.15,94.0994666666667
0.99,0.001,0.01,128,256,1.05,94.912
0.99,0.001,0.01,128,256,1.1,95.9592
0.99,0.001,0.01,128,256,1.15,96.5952
0.99,0.001,0.01,256,64,1.05,116.459466666667
0.99,0.001,0.01,256,64,1.1,117.8424
0.99,0.001,0.01,256,64,1.15,112.4824
0.99,0.001,0.01,256,128,1.05,117.301333333333
0.99,0.001,0.01,256,128,1.1,116.074666666667
0.99,0.001,0.01,256,128,1.15,111.824266666667
0.99,0.001,0.01,256,256,1.05,119.320533333333
0.99,0.001,0.01,256,256,1.1,114.2576
0.99,0.001,0.01,256,256,1.15,105.0408
0.99,0.001,0.001,64,64,1.05,72.8464
0.99,0.001,0.001,64,64,1.1,68.9133333333333
0.99,0.001,0.001,64,64,1.15,67.2098666666667
0.99,0.001,0.001,64,128,1.05,75.1333333333333
0.99,0.001,0.001,64,128,1.1,75.9568
0.99,0.001,0.001,64,128,1.15,75.2813333333333
0.99,0.001,0.001,64,256,1.05,75.2392
0.99,0.001,0.001,64,256,1.1,74.7274666666667
0.99,0.001,0.001,64,256,1.15,76.1525333333333
0.99,0.001,0.001,128,64,1.05,86.7184
0.99,0.001,0.001,128,64,1.1,88.816
0.99,0.001,0.001,128,64,1.15,93.4368
0.99,0.001,0.001,128,128,1.05,95.9018666666667
0.99,0.001,0.001,128,128,1.1,94.2928
0.99,0.001,0.001,128,128,1.15,93.8706666666667
0.99,0.001,0.001,128,256,1.05,96.7056
0.99,0.001,0.001,128,256,1.1,98.0826666666667
0.99,0.001,0.001,128,256,1.15,101.3568
0.99,0.001,0.001,256,64,1.05,109.596266666667
0.99,0.001,0.001,256,64,1.1,103.831466666667
0.99,0.001,0.001,256,64,1.15,103.813866666667
0.99,0.001,0.001,256,128,1.05,105.4728
0.99,0.001,0.001,256,128,1.1,111.358666666667
0.99,0.001,0.001,256,128,1.15,111.292
0.99,0.001,0.001,256,256,1.05,113.131733333333
0.99,0.001,0.001,256,256,1.1,112.249066666667
0.99,0.001,0.001,256,256,1.15,107.202666666667
0.99,0.001,0.0001,64,64,1.05,61.0898666666667
0.99,0.001,0.0001,64,64,1.1,51.9373333333333
0.99,0.001,0.0001,64,64,1.15,57.5746666666667
0.99,0.001,0.0001,64,128,1.05,56.1048
0.99,0.001,0.0001,64,128,1.1,57.4466666666667
0.99,0.001,0.0001,64,128,1.15,54.6074666666667
0.99,0.001,0.0001,64,256,1.05,61.6272
0.99,0.001,0.0001,64,256,1.1,55.9250666666667
0.99,0.001,0.0001,64,256,1.15,55.4184
0.99,0.001,0.0001,128,64,1.05,83.4232
0.99,0.001,0.0001,128,64,1.1,87.6176
0.99,0.001,0.0001,128,64,1.15,79.7624
0.99,0.001,0.0001,128,128,1.05,77.3093333333333
0.99,0.001,0.0001,128,128,1.1,79.5317333333333
0.99,0.001,0.0001,128,128,1.15,77.4690666666667
0.99,0.001,0.0001,128,256,1.05,81.5994666666667
0.99,0.001,0.0001,128,256,1.1,80.1162666666667
0.99,0.001,0.0001,128,256,1.15,81.988
0.99,0.001,0.0001,256,64,1.05,97.2469333333333
0.99,0.001,0.0001,256,64,1.1,98.1936
0.99,0.001,0.0001,256,64,1.15,96.1906666666667
0.99,0.001,0.0001,256,128,1.05,97.1754666666667
0.99,0.001,0.0001,256,128,1.1,98.8514666666667
0.99,0.001,0.0001,256,128,1.15,99.9066666666667
0.99,0.001,0.0001,256,256,1.05,94.7306666666667
0.99,0.001,0.0001,256,256,1.1,103.614133333333
0.99,0.001,0.0001,256,256,1.15,102.016
0.99,0.0001,0.01,64,64,1.05,23.2936
0.99,0.0001,0.01,64,64,1.1,23.8666666666667
0.99,0.0001,0.01,64,64,1.15,23.6869333333333
0.99,0.0001,0.01,64,128,1.05,23.6504
0.99,0.0001,0.01,64,128,1.1,23.436
0.99,0.0001,0.01,64,128,1.15,25.2981333333333
0.99,0.0001,0.01,64,256,1.05,23.5741333333333
0.99,0.0001,0.01,64,256,1.1,24.5976
0.99,0.0001,0.01,64,256,1.15,24.088
0.99,0.0001,0.01,128,64,1.05,25.6282666666667
0.99,0.0001,0.01,128,64,1.1,25.6581333333333
0.99,0.0001,0.01,128,64,1.15,24.7754666666667
0.99,0.0001,0.01,128,128,1.05,26.2701333333333
0.99,0.0001,0.01,128,128,1.1,25.6528
0.99,0.0001,0.01,128,128,1.15,23.9253333333333
0.99,0.0001,0.01,128,256,1.05,25.7706666666667
0.99,0.0001,0.01,128,256,1.1,26.6341333333333
0.99,0.0001,0.01,128,256,1.15,25.004
0.99,0.0001,0.01,256,64,1.05,30.9616
0.99,0.0001,0.01,256,64,1.1,29.708
0.99,0.0001,0.01,256,64,1.15,32.0138666666667
0.99,0.0001,0.01,256,128,1.05,30.8597333333333
0.99,0.0001,0.01,256,128,1.1,29.0722666666667
0.99,0.0001,0.01,256,128,1.15,30.2992
0.99,0.0001,0.01,256,256,1.05,29.2522666666667
0.99,0.0001,0.01,256,256,1.1,27.8306666666667
0.99,0.0001,0.01,256,256,1.15,30.2477333333333
0.99,0.0001,0.001,64,64,1.05,25.0472
0.99,0.0001,0.001,64,64,1.1,22.7866666666667
0.99,0.0001,0.001,64,64,1.15,23.3677333333333
0.99,0.0001,0.001,64,128,1.05,22.8832
0.99,0.0001,0.001,64,128,1.1,23.6768
0.99,0.0001,0.001,64,128,1.15,23.7413333333333
0.99,0.0001,0.001,64,256,1.05,25.7877333333333
0.99,0.0001,0.001,64,256,1.1,23.3776
0.99,0.0001,0.001,64,256,1.15,23.856
0.99,0.0001,0.001,128,64,1.05,26.0544
0.99,0.0001,0.001,128,64,1.1,26.0816
0.99,0.0001,0.001,128,64,1.15,25.7541333333333
0.99,0.0001,0.001,128,128,1.05,25.2472
0.99,0.0001,0.001,128,128,1.1,25.3981333333333
0.99,0.0001,0.001,128,128,1.15,26.1978666666667
0.99,0.0001,0.001,128,256,1.05,25.0949333333333
0.99,0.0001,0.001,128,256,1.1,26.1701333333333
0.99,0.0001,0.001,128,256,1.15,24.6957333333333
0.99,0.0001,0.001,256,64,1.05,29.2168
0.99,0.0001,0.001,256,64,1.1,29.7397333333333
0.99,0.0001,0.001,256,64,1.15,29.3005333333333
0.99,0.0001,0.001,256,128,1.05,30.3496
0.99,0.0001,0.001,256,128,1.1,30.3856
0.99,0.0001,0.001,256,128,1.15,29.5922666666667
0.99,0.0001,0.001,256,256,1.05,32.3072
0.99,0.0001,0.001,256,256,1.1,30.6058666666667
0.99,0.0001,0.001,256,256,1.15,30.6568
0.99,0.0001,0.0001,64,64,1.05,23.5064
0.99,0.0001,0.0001,64,64,1.1,22.5376
0.99,0.0001,0.0001,64,64,1.15,23.8648
0.99,0.0001,0.0001,64,128,1.05,23.0474666666667
0.99,0.0001,0.0001,64,128,1.1,24.0272
0.99,0.0001,0.0001,64,128,1.15,23.6021333333333
0.99,0.0001,0.0001,64,256,1.05,23.7077333333333
0.99,0.0001,0.0001,64,256,1.1,24.7893333333333
0.99,0.0001,0.0001,64,256,1.15,25.5432
0.99,0.0001,0.0001,128,64,1.05,25.3157333333333
0.99,0.0001,0.0001,128,64,1.1,26.5690666666667
0.99,0.0001,0.0001,128,64,1.15,25.3629333333333
0.99,0.0001,0.0001,128,128,1.05,24.5045333333333
0.99,0.0001,0.0001,128,128,1.1,25.1261333333333
0.99,0.0001,0.0001,128,128,1.15,24.388
0.99,0.0001,0.0001,128,256,1.05,24.9432
0.99,0.0001,0.0001,128,256,1.1,26.0272
0.99,0.0001,0.0001,128,256,1.15,24.5965333333333
0.99,0.0001,0.0001,256,64,1.05,29.1610666666667
0.99,0.0001,0.0001,256,64,1.1,29.3037333333333
0.99,0.0001,0.0001,256,64,1.15,29.0946666666667
0.99,0.0001,0.0001,256,128,1.05,29.5394666666667
0.99,0.0001,0.0001,256,128,1.1,30.7322666666667
0.99,0.0001,0.0001,256,128,1.15,29.9208
0.99,0.0001,0.0001,256,256,1.05,30.0706666666667
0.99,0.0001,0.0001,256,256,1.1,29.2672
0.99,0.0001,0.0001,256,256,1.15,28.7368
